*** Configuration ***

Trigger: G-switch,
Smart Recovery option enabled with altitude setting of 3019 ft
Timed recovery set at 25 sec (drogue) and 0 sec (main)
Data is sampled at 200 Hz
Inputs that were sampled: Acceleration, Pressure, the digital inputs
  2,630      5,4       605 001F
  2,635      5,4       605 001F
  2,640      5,2       605 001F
  2,645      5,2       605 001F
  2,650      4,7       605 001F
  2,655      5,6       605 001F
  2,660      4,8       630 001F
  2,665      5,4       605 001F
  2,670      5,2       605 001F
  2,675      5,0       630 001F
  2,680      5,5       630 001F
  2,685      4,8       630 001F
  2,690      5,1       630 001F
  2,695      5,0       630 001F
  2,700      4,8       630 001F
  2,705      5,5       656 001F
  2,710      5,1       656 001F
  2,715      4,7       630 001F
  2,720      5,4       656 001F
  2,725      5,1       656 001F
  2,730      5,2       656 001F
  2,735      5,0       656 001F
  2,740      5,2       656 001F
  2,745      5,0       656 001F
  2,750      4,8       656 001F
  2,755      5,1       656 001F
  2,760      5,0       656 001F
  2,765      5,4       682 001F
  2,770      4,6       682 001F
  2,775      5,0       682 001F
  2,780      4,7       682 001F
  2,785      5,0       682 001F
  2,790      4,8       682 001F
  2,795      4,8       682 001F
  2,800      4,7       682 001F
  2,805      5,0       682 001F
  2,810      5,0       708 001F
  2,815      4,8       682 001F
  2,820      4,6       708 001F
  2,825      5,1       682 001F
  2,830      4,6       708 001F
  2,835      4,7       708 001F
  2,840      4,5       708 001F
  2,845      4,7       708 001F
  2,850      4,7       708 001F
  2,855      4,5       708 001F
  2,860      4,7       708 001F
  2,865      4,7       734 001F
  2,870      4,8       708 001F
  2,875      4,5       708 001F
  2,880      4,6       734 001F
  2,885      4,5       734 001F
  2,890      5,0       734 001F
  2,895      4,3       734 001F
  2,900      4,7       734 001F
  2,905      4,5       734 001F
  2,910      4,6       760 001F
  2,915      4,7       760 001F
  2,920      4,5       760 001F
  2,925      4,6       734 001F
  2,930      4,5       760 001F
  2,935      4,5       760 001F
  2,940      4,5       760 001F
  2,945      4,6       734 001F
  2,950      4,5       760 001F
  2,955      4,5       760 001F
  2,960      4,6       785 001F
  2,965      4,3       734 001F
  2,970      4,1       760 001F
  2,975      4,5       760 001F
  2,980      4,2       760 001F
  2,985      4,3       785 001F
  2,990      3,9       785 001F
  2,995      4,3       760 001F
  3,000      4,5       785 001F
  3,005      4,3       785 001F
  3,010      4,1       785 001F
  3,015      4,2       785 001F
  3,020      4,2       785 001F
  3,025      4,6       785 001F
  3,030      3,9       760 001F
  3,035      4,3       785 001F
  3,040      4,6       785 001F
  3,045      4,3       785 001F
  3,050      4,2       785 001F
  3,055      4,2       811 001F
  3,060      4,3       811 001F
  3,065      3,9       811 001F
  3,070      3,9       811 001F
  3,075      4,3       811 001F
  3,080      4,3       837 001F
  3,085      4,2       811 001F
  3,090      3,8       837 001F
  3,095      3,8       811 001F
  3,100      4,2       837 001F
  3,105      3,9       837 001F
  3,110      4,3       837 001F
  3,115      4,2       837 001F
  3,120      3,4       837 001F
  3,125      4,2       837 001F
  3,130      4,1       837 001F
  3,135      4,3       837 001F
  3,140      4,3       837 001F
  3,145      4,1       837 001F
  3,150      3,9       837 001F
  3,155      4,2       837 001F
  3,160      4,2       863 001F
  3,165      3,9       863 001F
  3,170      3,9       863 001F
  3,175      3,9       863 001F
  3,180      3,9       863 001F
  3,185      4,2       863 001F
  3,190      3,9       889 001F
  3,195      3,9       863 001F
  3,200      4,2       889 001F
  3,205      4,2       889 001F
  3,210      3,8       889 001F
  3,215      3,8       889 001F
  3,220      4,1       889 001F
  3,225      4,1       889 001F
  3,230      3,9       889 001F
  3,235      3,7       889 001F
  3,240      3,6       889 001F
  3,245      3,9       889 001F
  3,250      3,6       915 001F
  3,255      3,7       915 001F
  3,260      3,7       915 001F
  3,265      3,4       915 001F
  3,270      3,7       915 001F
  3,275      3,6       915 001F
  3,280      3,6       915 001F
  3,285      3,4       941 001F
  3,290      3,7       915 001F
  3,295      3,7       941 001F
  3,300      3,7       941 001F
  3,305      3,7       941 001F
  3,310      3,8       941 001F
  3,315      3,7       941 001F
  3,320      3,8       967 001F
  3,325      3,8       967 001F
  3,330      3,7       941 001F
  3,335      3,7       967 001F
  3,340      3,4       967 001F
  3,345      3,8       967 001F
  3,350      3,8       967 001F
  3,355      3,6       967 001F
  3,360      3,8       967 001F
  3,365      3,3       967 001F
  3,370      3,9       967 001F
  3,375      3,4       993 001F
  3,380      3,6       993 001F
  3,385      3,4       993 001F
  3,390      3,7       993 001F
  3,395      3,6       993 001F
  3,400      3,3       993 001F
  3,405      3,8       993 001F
  3,410      3,3      1019 001F
  3,415      3,7       993 001F
  3,420      3,7      1019 001F
  3,425      3,4       993 001F
  3,430      3,7      1019 001F
  3,435      3,3      1019 001F
  3,440      3,7       993 001F
  3,445      3,2      1019 001F
  3,450      3,7       993 001F
  3,455      3,0      1019 001F
  3,460      3,6      1019 001F
  3,465      3,4      1019 001F
  3,470      3,0      1019 001F
  3,475      3,7      1019 001F
  3,480      3,2      1019 001F
  3,485      3,6      1045 001F
  3,490      3,2      1045 001F
  3,495      3,6      1045 001F
  3,500      3,0      1045 001F
  3,505      3,7      1045 001F
  3,510      3,0      1045 001F
  3,515      3,2      1045 001F
  3,520      3,7      1045 001F
  3,525      3,0      1045 001F
  3,530      3,4      1045 001F
  3,535      3,2      1071 001F
  3,540      3,2      1071 001F
  3,545      3,3      1071 001F
  3,550      3,6      1071 001F
  3,555      3,2      1071 001F
  3,560      2,9      1071 001F
  3,565      3,3      1071 001F
  3,570      3,2      1097 001F
  3,575      3,3      1097 001F
  3,580      3,4      1097 001F
  3,585      3,0      1097 001F
  3,590      3,4      1097 001F
  3,595      2,9      1124 001F
  3,600      2,9      1097 001F
  3,605      3,4      1124 001F
  3,610      2,7      1124 001F
  3,615      3,2      1124 001F
  3,620      2,8      1124 001F
  3,625      3,0      1124 001F
  3,630      3,3      1124 001F
  3,635      2,8      1124 001F
  3,640      3,4      1150 001F
  3,645      2,9      1150 001F
  3,650      3,2      1150 001F
  3,655      2,7      1150 001F
  3,660      3,0      1150 001F
  3,665      3,4      1150 001F
  3,670      2,5      1176 001F
  3,675      3,0      1150 001F
  3,680      2,9      1176 001F
  3,685      2,4      1176 001F
  3,690      2,9      1176 001F
  3,695      2,8      1176 001F
  3,700      2,8      1176 001F
  3,705      2,8      1176 001F
  3,710      3,0      1176 001F
  3,715      3,0      1202 001F
  3,720      3,0      1202 001F
  3,725      2,7      1202 001F
  3,730      3,2      1202 001F
  3,735      2,3      1202 001F
  3,740      2,9      1202 001F
  3,745      2,8      1202 001F
  3,750      2,3      1202 001F
  3,755      2,8      1202 001F
  3,760      2,9      1228 001F
  3,765      2,5      1228 001F
  3,770      2,7      1228 001F
  3,775      2,7      1228 001F
  3,780      2,8      1228 001F
  3,785      2,5      1228 001F
  3,790      2,4      1228 001F
  3,795      2,8      1228 001F
  3,800      2,1      1228 001F
  3,805      2,8      1255 001F
  3,810      2,4      1255 001F
  3,815      2,7      1255 001F
  3,820      2,0      1255 001F
  3,825      3,7      1255 001F
  3,830      2,3      1255 001F
  3,835      2,4      1255 001F
  3,840      2,8      1255 001F
  3,845      2,4      1255 001F
  3,850      2,3      1281 001F
  3,855      2,4      1281 001F
  3,860      2,5      1281 001F
  3,865      2,4      1281 001F
  3,870      2,7      1281 001F
  3,875      2,1      1281 001F
  3,880      2,7      1281 001F
  3,885      2,5      1307 001F
  3,890      2,3      1307 001F
  3,895      2,9      1307 001F
  3,900      1,9      1307 001F
  3,905      2,5      1307 001F
  3,910      2,9      1307 001F
  3,915      2,4      1307 001F
  3,920      2,3      1307 001F
  3,925      2,0      1307 001F
  3,930      2,3      1333 001F
  3,935      2,1      1333 001F
  3,940      2,4      1333 001F
  3,945      2,3      1333 001F
  3,950      1,9      1333 001F
  3,955      2,3      1360 001F
  3,960      1,9      1360 001F
  3,965      2,0      1360 001F
  3,970      2,4      1333 001F
  3,975      2,5      1360 001F
  3,980      1,8      1386 001F
  3,985      2,0      1386 001F
  3,990      2,1      1386 001F
  3,995      2,3      1386 001F
  4,000      1,5      1386 001F
  4,005      2,1      1412 001F
  4,010      2,1      1386 001F
  4,015      1,9      1412 001F
  4,020      1,9      1412 001F
  4,025      1,2      1412 001F
  4,030      2,3      1439 001F
  4,035      1,5      1412 001F
  4,040      2,0      1439 001F
  4,045      2,7      1412 001F
  4,050      2,1      1439 001F
  4,055      1,9      1439 001F
  4,060      2,3      1439 001F
  4,065      1,9      1465 001F
  4,070      1,6      1465 001F
  4,075      2,5      1465 001F
  4,080      1,5      1465 001F
  4,085      2,0      1492 001F
  4,090      1,6      1465 001F
  4,095      2,1      1492 001F
  4,100      1,8      1492 001F
  4,105      1,2      1492 001F
  4,110      2,4      1492 001F
  4,115      1,6      1518 001F
  4,120      1,6      1518 001F
  4,125      1,8      1518 001F
  4,130      1,2      1544 001F
  4,135      1,6      1544 001F
  4,140      1,5      1544 001F
  4,145      1,5      1544 001F
  4,150      1,6      1571 001F
  4,155      1,8      1571 001F
  4,160      1,5      1571 001F
  4,165      1,8      1571 001F
  4,170      1,1      1597 001F
  4,175      1,4      1597 001F
  4,180      1,6      1624 001F
  4,185      1,0      1624 001F
  4,190      1,5      1624 001F
  4,195      1,6      1624 001F
  4,200      1,4      1650 001F
  4,205      1,4      1650 001F
  4,210      1,2      1650 001F
  4,215      1,4      1677 001F
  4,220      1,4      1677 001F
  4,225      1,5      1704 001F
  4,230      1,5      1704 001F
  4,235      1,0      1704 001F
  4,240      1,2      1730 001F
  4,245      0,7      1730 001F
  4,250      1,0      1730 001F
  4,255      1,0      1757 001F
  4,260      1,4      1757 001F
  4,265      1,6      1783 001F
  4,270      1,1      1783 001F
  4,275      1,6      1783 001F
  4,280      1,6      1783 001F
  4,285      1,0      1810 001F
  4,290      1,2      1810 001F
  4,295      1,4      1837 001F
  4,300      1,2      1837 001F
  4,305      0,9      1864 001F
  4,310      0,9      1864 001F
  4,315      1,8      1890 001F
  4,320      1,1      1890 001F
  4,325      0,5      1917 001F
  4,330      1,8      1917 001F
  4,335      0,9      1944 001F
  4,340      2,3      1944 001F
  4,345      1,6      1971 001F
  4,350      2,1      1997 001F
  4,355      1,8      1997 001F
  4,360      1,6      1997 001F
  4,365      2,3      1997 001F
  4,370      1,5      1997 001F
  4,375      1,8      1997 001F
  4,380      1,9      1997 001F
  4,385      0,9      1997 001F
  4,390      2,8      2024 001F
  4,395      1,6      1997 001F
  4,400      1,8      2024 001F
  4,405      1,9      2024 001F
  4,410      1,4      2024 001F
  4,415      1,6      2024 001F
  4,420      1,8      1997 001F
  4,425      2,4      2024 001F
  4,430      2,1      1997 001F
  4,435      2,0      1997 001F
  4,440      1,5      1997 001F
  4,445      1,6      1971 001F
  4,450      2,0      1971 001F
  4,455      1,1      1971 001F
  4,460      1,4      1944 001F
  4,465      1,1      1944 001F
  4,470      1,2      1917 001F
  4,475      1,2      1917 001F
  4,480      1,4      1890 001F
  4,485      1,2      1890 001F
  4,490      1,2      1864 001F
  4,495      1,1      1837 001F
  4,500      1,2      1810 001F
  4,505      0,7      1810 001F
  4,510      1,2      1783 001F
  4,515      1,1      1810 001F
  4,520      1,1      1783 001F
  4,525      1,4      1783 001F
  4,530      0,9      1783 001F
  4,535      0,9      1783 001F
  4,540      1,0      1783 001F
  4,545      0,5      1783 001F
  4,550      1,0      1783 001F
  4,555      0,5      1810 001F
  4,560      1,1      1810 001F
  4,565      0,1      1810 001F
  4,570      1,4      1810 001F
  4,575      0,3      1837 001F
  4,580      0,9      1864 001F
  4,585      0,6      1864 001F
  4,590      1,0      1864 001F
  4,595      0,6      1890 001F
  4,600      0,7      1890 001F
  4,605      0,2      1917 001F
  4,610      0,7      1917 001F
  4,615     -0,2      1917 001F
  4,620      0,7      1944 001F
  4,625      0,7      1944 001F
  4,630      1,1      1944 001F
  4,635      1,6      1944 001F
  4,640      0,3      1944 001F
  4,645      0,5      1971 001F
  4,650      0,5      1971 001F
  4,655      0,3      1971 001F
  4,660      0,6      1971 001F
  4,665      0,5      1997 001F
  4,670      0,3      1997 001F
  4,675      0,5      1997 001F
  4,680      0,7      1997 001F
  4,685      0,3      1997 001F
  4,690      1,1      1997 001F
  4,695     -0,2      1997 001F
  4,700      0,5      1971 001F
  4,705      0,7      1971 001F
  4,710      0,9      1944 001F
  4,715      0,2      1944 001F
  4,720      0,5      1917 001F
  4,725      0,3      1944 001F
  4,730      0,1      1917 001F
  4,735      0,6      1917 001F
  4,740      0,1      1890 001F
  4,745      0,3      1890 001F
  4,750      0,3      1890 001F
  4,755      0,5      1890 001F
  4,760      0,1      1890 001F
  4,765     -0,0      1864 001F
  4,770      0,3      1890 001F
  4,775      0,3      1864 001F
  4,780      0,2      1864 001F
  4,785      0,2      1890 001F
  4,790     -0,2      1890 001F
  4,795      0,1      1890 001F
  4,800      0,2      1890 001F
  4,805      0,3      1890 001F
  4,810      0,1      1890 001F
  4,815      0,5      1944 001F
  4,820      0,1      1944 001F
  4,825      0,1      1944 001F
  4,830      0,5      1944 001F
  4,835     -0,4      1971 001F
  4,840      0,2      1971 001F
  4,845     -0,3      1971 001F
  4,850      0,2      1944 001F
  4,855     -0,3      1971 001F
  4,860     -0,0      1971 001F
  4,865     -0,0      1971 001F
  4,870     -0,7      1971 001F
  4,875     -0,2      1997 001F
  4,880     -0,4      1997 001F
  4,885     -0,6      1997 001F
  4,890     -0,2      1997 001F
  4,895     -0,3      1997 001F
  4,900     -0,0      2024 001F
  4,905     -0,6      1997 001F
  4,910      0,1      1997 001F
  4,915     -0,6      1997 001F
  4,920     -0,2      1997 001F
  4,925     -0,2      1997 001F
  4,930      0,1      1971 001F
  4,935     -0,2      1997 001F
  4,940     -0,3      1971 001F
  4,945     -0,0      1944 001F
  4,950     -0,2      1944 001F
  4,955     -0,0      1917 001F
  4,960     -0,0      1917 001F
  4,965     -0,0      1944 001F
  4,970     -0,2      1944 001F
  4,975     -0,2      1917 001F
  4,980     -0,3      1917 001F
  4,985     -0,4      1917 001F
  4,990     -0,2      1917 001F
